snippet,sentiment,cleaned_snippet
"for the first time in years , de niro digs deep emotionally , perhaps because he's been stirred by the powerful work of his co-stars . 
",1,first time years de niro digs deep emotionally perhaps hes stirred powerful work costars
"the film's snags and stumblings are more than compensated for by its wryly subversive tone . 
",1,films snags stumblings compensated wryly subversive tone
"inside the film's conflict-powered plot there is a decent moral trying to get out , but it's not that , it's the tension that keeps you in your seat . affleck and jackson are good sparring partners . 
",1,inside films conflictpowered plot decent moral trying get tension keeps seat affleck jackson good sparring partners
"the old-world- meets-new mesh is incarnated in the movie's soundtrack , a joyful effusion of disco bollywood that , by the end of monsoon wedding , sent my spirit soaring out of the theater . 
",1,oldworld meetsnew mesh incarnated movies soundtrack joyful effusion disco bollywood end monsoon wedding sent spirit soaring theater
"an effectively creepy , fear-inducing ( not fear-reducing ) film from japanese director hideo nakata , who takes the superstitious curse on chain letters and actually applies it . 
",1,effectively creepy fearinducing fearreducing film japanese director hideo nakata takes superstitious curse chain letters actually applies
"having had the good sense to cast actors who are , generally speaking , adored by the movie-going public , khouri then gets terrific performances from them all . 
",1,good sense cast actors generally speaking adored moviegoing public khouri gets terrific performances
"a subtle and well-crafted ( for the most part ) chiller . 
",1,subtle wellcrafted part chiller
"warm water under a red bridge is a quirky and poignant japanese film that explores the fascinating connections between women , water , nature , and sexuality . 
",1,warm water red bridge quirky poignant japanese film explores fascinating connections women water nature sexuality
"although laced with humor and a few fanciful touches , the film is a refreshingly serious look at young women . 
",1,although laced humor fanciful touches film refreshingly serious look young women
"the best revenge may just be living well because this film , unlike other dumas adaptations , is far more likened to a treasure than a lengthy jail sentence . 
",1,best revenge may living well film unlike dumas adaptations far likened treasure lengthy jail sentence
"a delectable and intriguing thriller filled with surprises , read my lips is an original . this is a story of two misfits who don't stand a chance alone , but together they are magnificent . 
",1,delectable intriguing thriller filled surprises read lips original story two misfits dont stand chance alone together magnificent
"highbrow self-appointed guardians of culture need not apply , but those who loved cool as ice have at last found a worthy follow-up . 
",1,highbrow selfappointed guardians culture need apply loved cool ice last found worthy followup
"one of creepiest , scariest movies to come along in a long , long time , easily rivaling blair witch or the others . 
",1,one creepiest scariest movies come along long long time easily rivaling blair witch others
"maud and roland's search for an unknowable past makes for a haunting literary detective story , but labute pulls off a neater trick in possession : he makes language sexy . 
",1,maud rolands search unknowable past makes haunting literary detective story labute pulls neater trick possession makes language sexy
"pacino is brilliant as the sleep-deprived dormer , his increasing weariness as much existential as it is physical . 
",1,pacino brilliant sleepdeprived dormer increasing weariness much existential physical
"rare birds has more than enough charm to make it memorable . 
",1,rare birds enough charm make memorable
"manages to be sweet and wickedly satisfying at the same time . 
",1,manages sweet wickedly satisfying time
"this nickleby thing might have more homosexual undertones than an eddie murphy film . and just when you think it can't get any more gay , in pops nathan lane . 
",1,nickleby thing might homosexual undertones eddie murphy film think cant get gay pops nathan lane
